1439408,2632,null,null,0,null,20170217
1439408,4663,11002,150:20,1,20170528,null
1439408,2632,8591,20:1,0,20170217,null
1439408,2632,1078,20:1,0,20170319,null
1439408,2632,8591,20:1,0,20170613,null
1439408,2632,null,null,0,null,20170516
1439408,2632,8591,20:1,0,20170516,20170613
1832624,3381,7610,200:20,0,20170429,null
2029232,3381,11951,200:20,1,20170129,null
2029232,450,1532,30:5,0,20170530,null
2029232,6459,12737,20:1,0,20170519,null
2029232,6459,null,null,0,null,20170626
2029232,6459,null,null,0,null,20170519
2747744,6901,1097,50:10,null,20170606,null
196342,1579,null,null,1,null,20170606
196342,1579,10698,20:1,1,20170606,null
2223968,3381,9776,10:5,2,20170129,null
73611,2099,12034,100:10,null,20170207,null
163606,1569,5054,200:30,10,20170421,null
3273056,4833,7802,200:20,10,20170130,null
94107,3381,7610,200:20,2,20170412,null
253750,8390,null,null,0,null,20170327
253750,6901,2366,30:5,0,20170518,null
253750,8390,7531,20:5,0,20170327,null
343660,4663,11002,150:20,null,20170528,null
376492,1041,13490,30:5,2,20170127,null
1964720,7884,null,null,10,null,20170115
1964720,7884,6704,20:1,10,20170215,null
4191584,3051,null,null,0,null,20170519
4191584,3051,null,null,0,null,20170516
1113008,1041,null,null,2,null,20170114
1113008,3621,2705,20:5,0,20170524,null
1113008,2277,1495,30:10,0,20170523,null
1113008,1361,11166,20:1,0,20170515,20170521
1113008,1361,null,null,0,null,20170606
1113008,1361,11166,20:1,0,20170521,null
1113008,1041,11197,30:5,2,20170114,null
2881376,5341,111,30:5,1,20170207,null
2881376,8390,7531,20:5,0,20170321,20170329
2881376,5341,111,30:5,1,20170207,null
2881376,8390,null,null,0,null,20170321
4061024,2709,2840,100:10,10,20170129,null
4061024,6485,null,null,10,null,20170522
4061024,3381,7610,200:20,10,20170426,null
4061024,7555,9871,30:5,10,20170409,null
4061024,3381,9776,10:5,10,20170129,null
7073472,2934,null,null,0,null,20170322
7073472,3381,7610,200:20,0,20170326,null
7073472,2934,5686,30:5,0,20170322,null
7073472,6485,9407,100:10,0,20170130,null
7073472,2934,5686,30:5,0,20170322,null
106443,7019,3887,100:10,0,20170131,null
106443,450,3732,30:5,null,20170429,null
442156,6284,7379,50:10,10,20170125,null
622296,4874,null,null,1,null,20170621
622296,4874,null,null,1,null,20170523
622296,4874,846,50:5,1,20170523,null
4717248,3381,11951,200:20,4,20170129,null
2621792,4433,190,200:20,null,20170131,null
7340736,1539,null,null,0,null,20170613
262252,7706,416,100:10,0,20170129,null
262252,2099,12034,100:10,0,20170129,null
4064096,4666,null,null,0,null,20170106
4064096,4666,6604,100:10,0,20170602,null
114747,2454,null,null,0,null,20170324
114747,2454,null,null,0,null,20170627
114747,3381,null,null,0,null,20170114
114747,760,3237,20:5,0,20170128,null
114747,4142,null,null,0,null,20170130
114747,6901,2366,30:5,0,20170523,20170605
114747,6901,1097,50:10,0,20170605,null
114747,760,2418,30:5,0,20170607,null
114747,6901,2107,30:5,0,20170605,null
114747,5341,null,null,0,null,20170614
114747,5341,null,null,0,null,20170326
114747,5341,111,30:5,0,20170127,20170221
114747,5341,111,30:5,0,20170207,20170218
114747,5341,7751,50:10,0,20170127,20170128
114747,5341,null,null,0,null,20170624
114747,5341,null,null,0,null,20170612
114747,5341,null,null,0,null,20170609
114747,4142,4773,100:10,0,20170130,null
114747,4142,4773,100:10,0,20170130,null
114747,3710,13056,150:10,10,20170128,null
114747,2454,8088,20:5,0,20170324,20170331
114747,2099,12034,100:10,0,20170128,null
114747,5341,null,null,0,null,20170328
114747,5341,null,null,0,null,20170415
114747,5341,null,null,0,null,20170627
114747,7706,416,100:10,0,20170129,null
114747,5341,null,null,0,null,20170508
114747,5341,null,null,0,null,20170517
114747,5341,null,null,0,null,20170325
114747,5341,null,null,0,null,20170601
114747,5341,null,null,0,null,20170613
114747,450,8555,30:5,7,20170128,null
114747,1569,5054,200:30,9,20170426,null
114747,1569,12961,100:30,9,20170129,null
114747,2454,null,null,0,null,20170509
114747,3381,11951,200:20,0,20170128,null
114747,3381,9776,10:5,0,20170129,20170221
114747,4833,13628,200:20,1,20170130,null
114747,5341,null,null,0,null,20170621
114747,5341,11539,30:5,0,20170128,null
245878,760,2418,30:5,0,20170601,null
3409760,5341,7751,50:10,1,20170128,null
3409760,6901,2366,30:5,7,20170530,null
3409760,7555,17,30:5,10,20170126,null
3409760,450,8555,30:5,10,20170126,null
3409760,5341,111,30:5,1,20170127,null
3409760,4660,1480,100:10,10,20170126,null
3409760,7706,416,100:10,2,20170128,null
983640,6134,767,200:20,null,20170124,null
344428,1940,null,null,1,null,20170324
656088,4142,4773,100:10,1,20170123,null
656088,4142,4773,100:10,1,20170123,null
656088,4142,null,null,1,null,20170123
820056,2709,2840,100:10,2,20170201,null
2231648,3621,2705,20:5,1,20170522,null
94347,8386,10823,200:50,10,20170127,null
94347,4860,8105,100:30,10,20170127,null
94347,4860,9586,100:30,10,20170203,null
94347,6454,14031,100:10,10,20170128,null
180502,3403,7632,20:5,2,20170327,null
180502,3403,7632,20:5,2,20170327,null
180502,3403,null,null,2,null,20170327
951384,2709,2840,100:10,2,20170125,null
951384,4660,1480,100:10,10,20170125,null
951384,6284,7379,50:10,10,20170125,null
951384,450,8555,30:5,2,20170125,null
4465344,8386,9847,200:50,null,20170126,null
4465344,6454,14031,100:10,null,20170131,null
4465344,4660,1480,100:10,null,20170126,null
4465344,7019,3887,100:10,null,20170128,null
4465344,4433,190,200:20,null,20170130,null
4465344,2804,10326,30:5,null,20170127,null
4465344,2146,11173,100:10,null,20170130,null
6038208,1569,5054,200:30,0,20170417,null
328300,6424,1315,100:10,10,20170129,null
623832,4442,7643,100:50,null,20170429,null
918744,7555,9871,30:5,null,20170415,null
984408,3381,1807,300:30,0,20170202,null
205174,1169,null,null,0,null,20170206
205174,1169,4627,50:20,0,20170206,20170214
172438,4660,1480,100:10,10,20170125,null
172438,5341,111,30:5,1,20170127,null
172438,7555,17,30:5,10,20170125,null
172438,5341,null,null,1,null,20170404
984792,4195,3726,0.9,0,20170218,null
984792,4195,3726,0.9,0,20170324,null
1314224,760,2418,30:5,2,20170611,null
1314224,1569,5054,200:30,10,20170329,null
1707440,6454,14031,100:10,2,20170129,null
1707440,7019,3887,100:10,3,20170129,null
1707440,4433,190,200:20,null,20170131,null
1707440,3381,11951,200:20,1,20170129,null
1707440,1169,10929,200:30,5,20170129,null
3283808,6189,13606,30:5,2,20170524,null
3283808,6189,null,null,2,null,20170524
156118,4860,8105,100:30,10,20170130,null
443308,6434,10050,50:5,7,20170125,null
65787,1569,12961,100:30,10,20170124,null
65787,2709,2840,100:10,10,20170124,null
65787,450,8555,30:5,10,20170124,null
65787,4663,818,150:20,4,20170124,null
65787,6284,4567,50:10,10,20170124,null
65787,4660,1480,100:10,5,20170124,null
65787,6434,10050,50:5,5,20170124,null
65787,8386,161,100:30,6,20170125,null
65787,760,3237,20:5,0,20170125,null
65787,3381,11951,200:20,3,20170129,null
127227,760,3237,20:5,9,20170129,null
127227,3621,2705,20:5,0,20170510,null
127227,3381,9776,10:5,1,20170129,null
127227,3621,13398,0.9,0,20170302,null
127227,1041,13490,30:5,1,20170129,null
127227,3381,11951,200:20,1,20170129,null
127227,6424,1315,100:10,0,20170129,null
197110,2241,null,null,0,null,20170318
197110,8479,7360,10:1,0,20170526,null
197110,2241,null,null,0,null,20170408
197110,2241,null,null,0,null,20170616
197110,2241,null,null,0,null,20170610
197110,2241,7845,10:1,0,20170318,null
919512,7706,416,100:10,10,20170129,null
919512,2099,null,null,0,null,20170417
919512,2099,12034,100:10,0,20170129,null
919512,5341,7751,50:10,3,20170129,null
919512,2146,11173,100:10,10,20170129,null
919512,5341,111,30:5,3,20170129,null
919512,3710,13056,150:10,10,20170129,null
1380272,1569,12961,100:30,10,20170201,null
1380272,2099,12034,100:10,1,20170201,20170205
1380272,5341,7751,50:10,0,20170201,20170206
1380272,5341,11539,30:5,0,20170205,null
1380272,5341,11539,30:5,0,20170206,null
1380272,760,3237,20:5,0,20170201,null
1380272,5341,111,30:5,0,20170201,20170205
1380272,450,8555,30:5,3,20170201,null
3809120,3381,7610,200:20,2,20170411,null
886872,3381,11951,200:20,2,20170129,null
886872,3381,9776,10:5,2,20170129,null
